feature,gain,weight,cover
clim_dryday_doy,3114.109375,213.0,41639.26171875
clim_rain_doy,1234.3560791015625,280.0,29635.9921875
clim_false_rate,1198.47412109375,462.0,30840.44140625
clim_onset_doy,731.7269897460938,1033.0,10613.45703125
clim_first_cand_doy,519.1631469726562,1164.0,11145.19140625
mjo_phase,349.0372314453125,360.0,10138.6162109375
rmm2,254.01438903808594,684.0,8512.3193359375
olr_eio_anom_5d,248.13963317871094,521.0,10093.888671875
doy,241.57107543945312,1341.0,7296.26123046875
wet_days_30d,235.5684051513672,648.0,17010.525390625
olr_merid_anom_5d,216.03228759765625,386.0,6622.87109375
onset_doy_anom,213.51107788085938,1145.0,6491.20556640625
wet_spell_seen,197.28164672851562,54.0,5732.11474609375
llj_u850_anom_15d,156.09246826171875,870.0,5006.708984375
wf_shear_anom_15d,148.61570739746094,973.0,5694.984375
mjo_sin,137.1846466064453,348.0,5772.580078125
rmm1,136.03306579589844,658.0,6271.2353515625
llj_u850_anom_5d,133.07029724121094,440.0,7661.11572265625
mjo_amp_15d,130.35305786132812,1146.0,8197.42578125
olr_eio_anom_15d,130.3150177001953,688.0,6094.75537109375
mjo_inactive,127.81974029541016,26.0,5287.62841796875
olr_merid_anom_15d,124.34017181396484,601.0,5748.869140625
reg_dry,120.10990905761719,642.0,3571.382080078125
mjo_cos,118.73095703125,342.0,3803.14794921875
tt_grad_anom_5d,115.89888000488281,710.0,5280.9970703125
tt_grad_anom_15d,111.40455627441406,844.0,3704.305908203125
trough_slp_anom_15d,110.47915649414062,722.0,5871.6328125
olr_bob_tend10,105.69048309326172,449.0,3920.088623046875
wf_shear_anom_5d,103.8847427368164,455.0,6015.283203125
wy_shear_anom_15d,101.39997100830078,682.0,3129.818603515625
olr_merid_tend10,101.25215148925781,370.0,3848.818603515625
olr_bob_anom_15d,101.17991638183594,718.0,3517.251708984375
reg_rain_7d,96.4322738647461,591.0,3795.713134765625
rmm2_tend10,96.04779052734375,444.0,3079.131591796875
rain_7d_vs_region,95.25963592529297,535.0,3841.09375
olr_kar_anom_15d,93.8916015625,670.0,2933.747314453125
days_since_rain,93.26744079589844,159.0,9716.75390625
wf_shear_tend10,93.15345001220703,407.0,2898.550048828125
rmm1_tend10,92.75764465332031,536.0,4067.995849609375
tt_grad_tend10,92.38671875,508.0,2945.82958984375
mjo_angvel10,91.0497817993164,433.0,4826.51318359375
olr_kar_anom_5d,88.60626220703125,400.0,2980.053466796875
wy_shear_anom_5d,88.5477523803711,450.0,3180.194091796875
v850_bob_anom_15d,88.25331115722656,788.0,6130.1572265625
olr_eio_tend10,87.9107666015625,392.0,3807.62255859375
wy_shear_tend10,87.45198822021484,487.0,2669.303466796875
trough_slp_tend10,86.88227844238281,474.0,4091.595947265625
rain_30d,86.80232238769531,846.0,4465.56982421875
mjo_amp,83.25253295898438,423.0,3781.8486328125
olr_kar_tend10,83.19060516357422,450.0,3458.6357421875
trough_slp_anom_5d,80.59477233886719,431.0,2874.606201171875
llj_u850_tend10,79.55606079101562,365.0,3083.307861328125
v850_bob_anom_5d,77.80388641357422,280.0,6105.4873046875
v850_bob_tend10,76.16378021240234,324.0,3229.46533203125
wet_spell_today,72.69966888427734,16.0,9709.8828125
rain_1d,71.38597869873047,170.0,10415.9013671875
olr_bob_anom_5d,71.32222747802734,274.0,2763.13916015625
mjo_cos_valid_14d,65.42700958251953,171.0,2055.61328125
days_since_wet_spell,64.23377990722656,478.0,2823.781494140625
mjo_sin_valid_14d,64.18638610839844,247.0,2890.960693359375
spell_deficit,56.90408706665039,475.0,2276.018310546875
rain_14d,52.39924621582031,617.0,2261.713134765625
rain_3d,44.66343307495117,263.0,2101.7392578125
rain_7d,44.17619705200195,371.0,1455.2872314453125
