feature,gain,weight,cover
clim_dryday_doy,5790.263671875,34.0,7273.2841796875
clim_rain_doy,3106.383544921875,145.0,14568.283203125
clim_false_rate,881.7169799804688,92.0,9763.7373046875
rain_1d,759.3375854492188,108.0,7291.5068359375
clim_onset_doy,720.3427734375,241.0,7861.05859375
rain_7d_vs_region,293.3066711425781,130.0,11447.8349609375
rain_3d,219.5135040283203,52.0,6574.3818359375
doy,149.36614990234375,407.0,3740.791259765625
rmm1_tend10,131.43768310546875,167.0,4067.20556640625
rain_14d,124.15843963623047,110.0,6838.0283203125
trough_slp_anom_5d,106.22798919677734,178.0,5205.81494140625
mjo_phase,90.0767593383789,55.0,1996.917724609375
olr_kar_anom_5d,82.2329330444336,141.0,3123.3564453125
rmm1,80.54852294921875,164.0,2259.47265625
onset_doy_anom,79.39034271240234,236.0,4861.82763671875
reg_dry,79.05946350097656,200.0,1868.3262939453125
olr_merid_anom_5d,77.27154541015625,142.0,3912.935791015625
mjo_cos,76.19609069824219,141.0,3550.681396484375
llj_u850_anom_5d,74.84040832519531,132.0,2785.25439453125
days_since_rain,73.71361541748047,11.0,3885.9248046875
llj_u850_tend10,72.75706481933594,137.0,4037.780029296875
wf_shear_anom_15d,69.85205841064453,198.0,3358.615478515625
trough_slp_anom_15d,68.2220687866211,212.0,2603.451171875
olr_bob_tend10,66.68141174316406,106.0,1965.111572265625
llj_u850_anom_15d,66.1346206665039,195.0,3157.0263671875
wf_shear_anom_5d,66.04132843017578,138.0,2888.17333984375
v850_bob_anom_15d,64.79393005371094,169.0,3736.630859375
clim_first_cand_doy,64.16931915283203,279.0,5558.5849609375
olr_bob_anom_15d,63.40388488769531,163.0,2149.814208984375
rain_30d,63.00508499145508,248.0,7391.14453125
olr_kar_anom_15d,61.36799240112305,154.0,2641.5361328125
tt_grad_anom_15d,60.92093276977539,231.0,3465.818359375
mjo_amp_15d,59.73579788208008,205.0,4691.12890625
olr_eio_anom_5d,59.21012878417969,147.0,2990.760009765625
olr_merid_anom_15d,57.86088562011719,152.0,3047.442626953125
wy_shear_anom_5d,56.7927131652832,103.0,2879.045166015625
olr_eio_anom_15d,56.18622970581055,190.0,3149.828369140625
tt_grad_tend10,55.539344787597656,141.0,2262.818115234375
rmm2,55.434661865234375,142.0,2563.999755859375
wy_shear_tend10,53.96198272705078,156.0,2260.622314453125
olr_kar_tend10,53.93911361694336,131.0,2882.440673828125
trough_slp_tend10,53.29780578613281,125.0,3158.585693359375
olr_merid_tend10,52.60684585571289,71.0,2401.396240234375
rmm2_tend10,52.295654296875,149.0,2866.167724609375
wf_shear_tend10,52.169647216796875,119.0,4518.0830078125
olr_eio_tend10,51.36248016357422,141.0,2071.916748046875
wy_shear_anom_15d,50.99829864501953,182.0,2711.3486328125
tt_grad_anom_5d,50.97243118286133,153.0,2483.778076171875
spell_deficit,49.696929931640625,128.0,4932.5
reg_rain_7d,49.41690444946289,193.0,3985.23779296875
v850_bob_tend10,48.80021667480469,91.0,1845.4393310546875
mjo_sin,47.64685821533203,108.0,2792.210693359375
olr_bob_anom_5d,46.402076721191406,100.0,2842.1357421875
v850_bob_anom_5d,45.95175552368164,94.0,3616.9560546875
mjo_cos_valid_7d,44.94820022583008,78.0,1073.1761474609375
wet_spell_today,44.009281158447266,1.0,518.6134643554688
mjo_amp,43.83795928955078,104.0,1206.437255859375
wet_days_30d,41.74085235595703,106.0,5071.82275390625
wet_spell_seen,40.24127960205078,2.0,1581.0887451171875
mjo_angvel10,40.24112319946289,143.0,4414.76513671875
mjo_sin_valid_7d,34.645233154296875,84.0,1757.74462890625
rain_7d,33.871219635009766,61.0,2176.9716796875
days_since_wet_spell,31.810081481933594,44.0,1389.8770751953125
mjo_inactive,0.0,0.0,0.0
