feature,gain,weight,cover
clim_rain_doy,3894.0625,239.0,20026.33203125
clim_dryday_doy,1135.64404296875,70.0,6928.98681640625
clim_onset_doy,800.4535522460938,655.0,12186.9443359375
clim_false_rate,771.072509765625,235.0,10923.02734375
doy,290.3155517578125,666.0,5956.564453125
rain_7d_vs_region,182.1548309326172,211.0,7793.837890625
wet_spell_seen,172.09397888183594,16.0,8521.2607421875
clim_first_cand_doy,163.42689514160156,565.0,8035.501953125
onset_doy_anom,163.2847442626953,476.0,5886.578125
rain_1d,135.06190490722656,197.0,9224.4951171875
reg_dry,103.09480285644531,289.0,2469.79736328125
rain_30d,100.44581604003906,443.0,9082.4560546875
spell_deficit,86.46224975585938,202.0,9179.9404296875
olr_bob_anom_15d,81.26588439941406,234.0,3393.743896484375
trough_slp_anom_5d,79.78936767578125,251.0,3812.92236328125
rain_14d,77.17898559570312,284.0,7435.32373046875
mjo_phase,74.71620178222656,152.0,3860.579345703125
wf_shear_anom_15d,73.95799255371094,340.0,3126.405029296875
mjo_sin,73.32017517089844,174.0,4597.38427734375
rmm2,72.76423645019531,206.0,2614.644775390625
olr_bob_anom_5d,72.73551940917969,113.0,4409.32275390625
rmm1_tend10,72.20906066894531,275.0,3810.09375
tt_grad_anom_15d,70.25524139404297,420.0,5075.7490234375
llj_u850_anom_15d,68.3558578491211,314.0,2763.25537109375
rain_3d,67.45706176757812,96.0,5318.0419921875
trough_slp_anom_15d,67.16423034667969,293.0,5606.57568359375
olr_kar_anom_5d,66.16190338134766,148.0,2946.80712890625
rmm1,65.64291381835938,223.0,3611.677978515625
olr_eio_anom_5d,65.62811279296875,176.0,5369.20263671875
mjo_cos,64.79121398925781,200.0,3106.6953125
mjo_inactive,64.44624328613281,5.0,756.7781372070312
wf_shear_anom_5d,64.30005645751953,161.0,6517.72900390625
tt_grad_anom_5d,64.08738708496094,241.0,3850.033447265625
wet_spell_today,63.744293212890625,1.0,11858.009765625
mjo_amp,63.64144515991211,186.0,2066.619873046875
reg_rain_7d,63.606719970703125,252.0,5852.32421875
mjo_amp_15d,62.54075622558594,468.0,4127.4169921875
olr_bob_tend10,62.4819221496582,116.0,1784.22607421875
olr_eio_tend10,62.448089599609375,148.0,2828.36181640625
v850_bob_anom_15d,62.37209701538086,317.0,3493.55126953125
olr_merid_anom_5d,62.18310546875,136.0,4764.91650390625
olr_kar_anom_15d,61.94046401977539,226.0,3282.0517578125
wy_shear_anom_15d,61.84911346435547,409.0,3783.98046875
trough_slp_tend10,61.76625061035156,203.0,2438.962646484375
rain_7d,60.66274642944336,93.0,2964.9462890625
tt_grad_tend10,59.922725677490234,222.0,4562.15966796875
llj_u850_anom_5d,59.58725357055664,158.0,2768.285400390625
v850_bob_tend10,59.518653869628906,118.0,3888.0927734375
olr_merid_anom_15d,58.215667724609375,250.0,2396.873046875
wet_days_30d,57.61141586303711,175.0,3726.32421875
olr_eio_anom_15d,55.968563079833984,225.0,2062.296875
llj_u850_tend10,54.515464782714844,182.0,3484.779296875
days_since_wet_spell,53.4802360534668,109.0,4464.61767578125
mjo_angvel10,50.59270477294922,188.0,3922.591796875
olr_merid_tend10,50.556644439697266,108.0,2878.818115234375
wy_shear_tend10,47.986167907714844,170.0,4920.716796875
rmm2_tend10,47.978023529052734,199.0,3762.20751953125
v850_bob_anom_5d,47.94992446899414,103.0,3798.9208984375
olr_kar_tend10,47.75555419921875,176.0,2177.669189453125
wf_shear_tend10,47.36577606201172,112.0,3613.49365234375
wy_shear_anom_5d,46.625247955322266,152.0,2267.65234375
days_since_rain,43.10837936401367,24.0,7502.82421875
mjo_cos_valid_21d,40.67519760131836,86.0,7138.21875
mjo_sin_valid_21d,34.334205627441406,67.0,2881.11181640625
