feature,gain,weight,cover
mjo_sin,734.5272827148438,39.0,5795.82763671875
doy,415.01898193359375,131.0,6678.71875
onset_doy_anom,389.4410400390625,87.0,12292.7587890625
rmm1_tend10,350.4682312011719,79.0,9820.2119140625
wy_shear_anom_5d,282.6422424316406,36.0,3095.70654296875
wf_shear_anom_15d,279.709716796875,98.0,9991.5859375
v850_bob_tend10,277.09259033203125,17.0,4685.20703125
olr_merid_anom_5d,276.4366149902344,25.0,4338.10009765625
tt_grad_anom_15d,264.500244140625,77.0,7089.17431640625
llj_u850_anom_5d,261.71746826171875,44.0,5515.47412109375
olr_bob_anom_15d,257.6100158691406,79.0,4039.253173828125
wy_shear_anom_15d,244.134765625,78.0,6325.26171875
rmm2,235.94036865234375,61.0,5548.427734375
wf_shear_anom_5d,232.53106689453125,22.0,4055.44384765625
llj_u850_anom_15d,232.29420471191406,48.0,1949.6033935546875
reg_rain_7d,232.1512451171875,54.0,3763.57763671875
trough_slp_anom_15d,226.81610107421875,41.0,4834.3359375
mjo_cos,224.70208740234375,30.0,3524.399169921875
reg_dry,221.2514190673828,50.0,2665.850341796875
rmm2_tend10,216.4626007080078,35.0,4496.06640625
mjo_angvel10,206.14996337890625,62.0,10313.0009765625
tt_grad_anom_5d,205.88465881347656,47.0,5615.2373046875
olr_kar_anom_5d,197.53689575195312,28.0,6620.02783203125
v850_bob_anom_15d,197.0265655517578,68.0,3472.767333984375
llj_u850_tend10,191.88465881347656,33.0,4638.46044921875
tt_grad_tend10,186.47561645507812,38.0,3847.757080078125
olr_merid_anom_15d,177.74945068359375,58.0,2611.605712890625
olr_kar_anom_15d,169.1686553955078,36.0,2088.357421875
olr_eio_tend10,168.19500732421875,19.0,1133.249267578125
olr_merid_tend10,163.16612243652344,16.0,2943.74853515625
wet_days_30d,159.95693969726562,40.0,13429.25
olr_eio_anom_15d,159.22412109375,34.0,2978.292236328125
mjo_amp,157.78082275390625,37.0,5489.4462890625
olr_bob_anom_5d,147.3772735595703,10.0,1248.049072265625
clim_first_cand_doy,141.48666381835938,89.0,5499.54541015625
mjo_amp_15d,139.9864501953125,78.0,4136.1591796875
v850_bob_anom_5d,139.69296264648438,21.0,1794.6455078125
trough_slp_anom_5d,132.700927734375,18.0,1535.034423828125
clim_false_rate,125.85197448730469,55.0,7461.98193359375
mjo_phase,125.58248901367188,15.0,1492.319091796875
wf_shear_tend10,119.04166412353516,17.0,3939.528076171875
rmm1,112.3717269897461,46.0,1263.6640625
olr_eio_anom_5d,111.08747863769531,26.0,1321.459228515625
wy_shear_tend10,110.38912963867188,18.0,7158.68212890625
olr_kar_tend10,106.27392578125,15.0,2910.013916015625
trough_slp_tend10,99.75138092041016,18.0,4396.37744140625
olr_bob_tend10,97.04981231689453,20.0,888.466796875
rain_30d,91.18724822998047,56.0,2992.031494140625
days_since_wet_spell,85.06181335449219,25.0,1733.5804443359375
clim_onset_doy,64.07678985595703,78.0,1122.417236328125
rain_7d_vs_region,61.2546501159668,23.0,565.8871459960938
rain_14d,59.481693267822266,32.0,1162.44091796875
clim_dryday_doy,52.97746276855469,2.0,395.84552001953125
clim_rain_doy,40.085147857666016,19.0,1465.3839111328125
spell_deficit,35.70999526977539,28.0,109.79467010498047
days_since_rain,34.210960388183594,13.0,2490.0693359375
rain_7d,29.467350006103516,27.0,241.01376342773438
rain_3d,26.141286849975586,6.0,86.34371948242188
wet_spell_seen,16.100522994995117,5.0,75.1207275390625
rain_1d,4.5862274169921875,3.0,177.63548278808594
wet_spell_today,0.0,0.0,0.0
mjo_inactive,0.0,0.0,0.0
