feature,gain,weight,cover
clim_dryday_doy,4310.6240234375,111.0,14677.689453125
clim_rain_doy,3305.04248046875,203.0,29618.119140625
clim_false_rate,1142.263916015625,252.0,17206.90234375
doy,357.86334228515625,517.0,11562.0615234375
clim_onset_doy,345.093505859375,693.0,21707.802734375
clim_first_cand_doy,291.6451110839844,623.0,13928.6708984375
onset_doy_anom,259.49456787109375,487.0,9649.810546875
wet_spell_seen,214.56094360351562,27.0,11343.8486328125
rain_7d_vs_region,171.16104125976562,237.0,9553.111328125
rain_1d,161.6554718017578,120.0,18924.818359375
reg_dry,139.22531127929688,196.0,7890.85009765625
mjo_inactive,108.8985366821289,4.0,18047.580078125
trough_slp_anom_5d,106.90544128417969,125.0,9467.7216796875
rmm1,104.75239562988281,169.0,5962.72021484375
rain_30d,104.7425308227539,516.0,15204.9140625
tt_grad_anom_15d,104.719482421875,337.0,8829.892578125
spell_deficit,102.24854278564453,244.0,15071.1484375
tt_grad_tend10,101.98587036132812,146.0,8384.349609375
rain_14d,100.3370590209961,281.0,10991.296875
mjo_phase,99.48342895507812,94.0,7252.01416015625
trough_slp_anom_15d,98.82632446289062,230.0,15656.431640625
rmm1_tend10,97.93228149414062,157.0,14663.095703125
tt_grad_anom_5d,96.06132507324219,209.0,13732.32421875
wy_shear_anom_15d,96.03755187988281,347.0,8816.0400390625
llj_u850_anom_15d,90.21127319335938,258.0,4908.74560546875
olr_bob_anom_5d,89.89064025878906,78.0,10792.94921875
olr_bob_anom_15d,84.0818099975586,157.0,7642.21484375
rmm2,83.17446899414062,183.0,7925.82373046875
rain_3d,82.67459106445312,111.0,9803.251953125
reg_rain_7d,82.21582794189453,180.0,14176.0126953125
mjo_cos,81.420654296875,95.0,5701.75146484375
mjo_sin,78.02919006347656,136.0,6184.6591796875
mjo_amp_15d,77.63982391357422,307.0,8822.8876953125
wf_shear_anom_15d,76.71670532226562,237.0,5069.03515625
olr_kar_anom_5d,75.71174621582031,86.0,11279.57421875
wf_shear_anom_5d,75.49168395996094,99.0,12342.8330078125
v850_bob_anom_15d,75.45214080810547,253.0,9510.767578125
llj_u850_anom_5d,73.57207489013672,104.0,8113.82275390625
mjo_amp,72.56822204589844,101.0,7806.0234375
olr_eio_tend10,72.21087646484375,100.0,5370.583984375
olr_eio_anom_5d,72.07599639892578,67.0,9209.951171875
olr_merid_tend10,70.70050811767578,95.0,9846.107421875
olr_bob_tend10,69.80341339111328,69.0,9698.2783203125
olr_kar_anom_15d,68.1580810546875,222.0,8432.9443359375
wf_shear_tend10,68.06229400634766,106.0,12623.0302734375
v850_bob_anom_5d,67.79901885986328,84.0,14483.7548828125
v850_bob_tend10,67.28192138671875,76.0,16889.08203125
trough_slp_tend10,65.24214935302734,104.0,4878.50146484375
wy_shear_anom_5d,65.22299194335938,110.0,7574.09521484375
olr_merid_anom_15d,64.79830932617188,149.0,10185.37109375
llj_u850_tend10,64.56723022460938,97.0,10115.373046875
mjo_angvel10,61.48546600341797,106.0,15991.3642578125
olr_merid_anom_5d,60.84135055541992,78.0,10846.5478515625
olr_eio_anom_15d,59.621910095214844,133.0,4292.24462890625
mjo_sin_valid_28d,59.059139251708984,35.0,1782.1153564453125
wet_days_30d,57.7178840637207,278.0,7596.36669921875
wy_shear_tend10,56.14271545410156,133.0,20004.83203125
rmm2_tend10,52.05796432495117,135.0,19653.71875
days_since_wet_spell,49.41814422607422,172.0,5939.55224609375
wet_spell_today,48.596370697021484,4.0,866.759765625
olr_kar_tend10,47.237247467041016,85.0,16590.76171875
days_since_rain,36.73299026489258,72.0,15970.798828125
rain_7d,35.574180603027344,131.0,1859.732177734375
mjo_cos_valid_28d,31.369962692260742,23.0,3672.43603515625
